1Allama Iqbal Open UniversityIslamabad1974IslamabadGeneralPublicIslamabad
2Bahria UniversityIslamabad2000Karachi-Lahore-IslamabadGeneral Pakistan NavyIslamabad
3Center for Advanced Studies in EngineeringIslamabad2001IslamabadEngineeringPublicIslamabad
4Federal Urdu UniversityIslamabad2002IslamabadGeneralPublicIslamabad
5Foundation University- IslamabadIslamabad2002 GeneralPrivateIslamabad
6Institute of Space TechnologyIslamabad2002IslamabadGeneralPublicIslamabad
7International Islamic University- IslamabadIslamabad1980IslamabadGeneral (large)PublicIslamabad
8Muslim Youth UniversityIslamabad2015IslamabadIslamicPrivateIslamabad
9National Defence University- PakistanIslamabad1970IslamabadGeneral (military)Pakistan ArmyIslamabad
10National University of Modern LanguagesIslamabad2000IslamabadLanguagePublicIslamabad
11National University of Sciences and TechnologyIslamabad1991IslamabadEngineeringPublicIslamabad
12Pakistan Institute of Development EconomicsIslamabad1957IslamabadEconomicsPublicIslamabad
13Pakistan Institute of Engineering and Applied SciencesIslamabad1967NiloreEngineeringPublicIslamabad
14Quaid-i-Azam UniversityIslamabad1965IslamabadGeneralPublicIslamabad
15Riphah International UniversityIslamabad2002Faisalabad-LahoreGeneral (medium)PrivateIslamabad
16Shaheed Zulfikar Ali Bhutto Institute of Science and TechnologyIslamabad1995Karachi-Larkana-Hyderabad-Islamabad-Dubai-UAE-Sindh-Islamabad CTGeneralPrivateIslamabad
17Shaheed Zulfiqar Ali Bhutto Medical UniversityIslamabad2013IslamabadMedicalPublicIslamabad
18Shifa Tameer-e-Millat UniversityIslamabad2012 GeneralPrivateIslamabad
19University of FaisalabadIslamabad2000Chiniot-Faisalabad-Karachi-Lahore-PeshawarInformation technologyPrivateIslamabad
20Virtual University of PakistanIslamabad2002IslamabadDistance educationPublicIslamabad
21Balochistan University of Engineering and TechnologyKhuzdar1987General PublicBalochistan
22Balochistan University of Information Technology- Engineering and Management SciencesQuetta2002Information technologyPublicBalochistan
23Lasbela University of Agriculture- Water and Marine SciencesLasbela2005General (medium)PublicBalochistan
24Sardar Bahadur Khan Women's UniversityQuetta2004General PublicBalochistan
25University of BalochistanQuetta1970LoralaiGeneral (medium)PublicBalochistan
26University of TurbatTurbat2012General (medium)PublicBalochistan
27University of LoralaiLoralai2013General PublicBalochistan
28Al-Hamd Islamic UniversityQuetta1995 IslamabadGeneral PrivateBalochistan
29Islamia College UniversityPeshawar1913 GeneralPublicKhyber Pakhtunkhwa
30Pakistan Military Academy- KakulAbbotabad1947TrainingPakistan ArmyKhyber Pakhtunkhwa
31University of PeshawarPeshawar1950GeneralPublicKhyber Pakhtunkhwa
32Gomal UniversityDera Ismail Khan1974TankGeneralPublicKhyber Pakhtunkhwa
33University of Engineering and Technology- PeshawarPeshawar1980Abbottabad- Bannu- Jalozai- KohatEngineering and TechnologyPublicKhyber Pakhtunkhwa
34University of Agriculture- PeshawarPeshawar1981MardanAgriculture- veterinary and businessPublicKhyber Pakhtunkhwa
35CECOS University of IT and Emerging SciencesPeshawar1986IT & engineeringPrivateKhyber Pakhtunkhwa
36GIK Institute of Engineering & TechnologySwabi1988EngineeringPrivateKhyber Pakhtunkhwa
37Kohat University of Science and TechnologyKohat2001HanguGeneralPublicKhyber Pakhtunkhwa
38University of Malakand- ChakdaraLower Dir2001GeneralPublicKhyber Pakhtunkhwa
39Qurtuba UniversityPeshawar2001Dera Ismail KhanGeneralPrivateKhyber Pakhtunkhwa
40Sarhad University of Science and ITPeshawar2001Science & ITPrivateKhyber Pakhtunkhwa
41Fast University- Peshawar CampusPeshawar2001Information technologyPrivateKhyber Pakhtunkhwa
42City University of Science and ITPeshawar2001IT- engineering & generalPrivateKhyber Pakhtunkhwa
43COMSATS Institute of ITAbbotabad2001ITPrivateKhyber Pakhtunkhwa
44Hazara UniversityMansehra2002GeneralPublicKhyber Pakhtunkhwa
45Gandhara UniversityPeshawar2002Medical sciencesPrivateKhyber Pakhtunkhwa
46Northern UniversityNowshera2002GeneralPrivateKhyber Pakhtunkhwa
47Institute of Management Sciences Peshawar2005Management SciencesPublicKhyber Pakhtunkhwa
48University of Science and TechnologyBannu2005GeneralPublicKhyber Pakhtunkhwa
49Khyber Medical UniversityPeshawar2007Abbottabad - Bannu- DI Khan- Saidu Sharif (Swat)MedicalPublicKhyber Pakhtunkhwa
50Abasyn UniversityPeshawar2007GeneralPrivateKhyber Pakhtunkhwa
51Abdul Wali Khan University MardanMardan2009Chitral- Pabbi- Shankar- Main Campus- Palosa Campus- Timergara CampusGeneralPublicKhyber Pakhtunkhwa
52Shaheed Benazir Bhutto University- SheringalUpper Dir2009ChitralGeneralPublicKhyber Pakhtunkhwa
